"","ld","smd","stlogoddse"
"offer",0.00010482849556281,0.0302408597305552,0.0678343603642296
"establish",0.000369737141592777,0.109250681354473,0.274872603745526
"argu",-0.000104393079883724,-0.0278848572990488,-0.0965588026485533
"stand",5.35758508346962e-05,0.0139211881888762,0.018517882200026
"punish",-0.000186319790289867,-0.0569506716767918,-0.210429707871799
"terrorist",-0.000895678053769693,-0.260818316038663,-1.31438918968694
"present",-0.000312719673939471,-0.0779046598912188,-0.235131840138055
"page",-3.96131035114963e-05,-0.0250768270729725,-0.192891764524041
"beij",-0.00073919525608769,-0.271467051906915,-3.02296868519629
"communist",-0.000746160318775649,-0.242118339048593,-1.45326954356322
"negoti",-0.00019249788975726,-0.0617510376170643,-0.244133650634538
"posit",-0.000356082442306624,-0.0883388397754251,-0.271232731673252
"accept",-0.000250057051489252,-0.0674049497156958,-0.224775155345183
"increas",-0.000436449838207496,-0.110800607194172,-0.355803512819345
"cooper",-0.000352895687414355,-0.1034771132307,-0.387049447142157
"interest",-0.00027446651060832,-0.0760334485110594,-0.262419784388792
"assist",0.000535252864195426,0.165000707260516,0.429033356779428
"list",-0.000117802959553664,-0.0377606603080926,-0.152271371995967
"europ",-0.000496411609797039,-0.145707271264533,-0.586382046718693
"histori",-0.000215498914743104,-0.0665148085020613,-0.256871533854122
"fact",-0.000427171312197552,-0.102586991070026,-0.312133724936964
"popul",0.000195612279540819,0.0701528691954334,0.224265092056215
"citizen",-0.000194436440519732,-0.0526399329668934,-0.17966206182877
"develop",0.000282873069133157,0.0886761070399822,0.248208378488293
"detaine",-0.0002042624146341,-0.0937433054266172,-0.596869790585895
"X30",-1.25867956915252e-05,-0.00309132445629017,-0.0256480093424889
"yugoslavia",-0.000703038548838553,-0.209284539603124,-1.01045450052773
"shot",-5.68347035725843e-05,-0.0180921030584503,-0.0808630232610556
"demonstr",-0.000349686855298705,-0.0961990213615447,-0.342483596061365
"juli",9.73361660151764e-05,0.0298581607683331,0.0775959360764525
"program",-2.47846389408311e-05,-0.00833059766526098,-0.0480346124182261
"final",-0.000189185659078584,-0.0586552646279448,-0.232082435592814
"dead",-3.73366394197279e-05,-0.0115725494035376,-0.0568800210648585
"thursday",0.00011552626142745,0.0340089697134138,0.0870065508722765
"top",-0.000103167592913134,-0.025856581626829,-0.0899900956288493
"busi",-0.000168918967296976,-0.0589119981582997,-0.265544387114367
"british",-0.0001540772556416,-0.0614979143913284,-0.322015342990241
"threat",-0.000428490187484702,-0.113124727371304,-0.40090860143376
"attempt",-0.000191526012901202,-0.0474070950070551,-0.154147333048386
"small",0.000222237138215573,0.0598965848287668,0.149689255306431
"view",-0.000478818062181301,-0.11603562062448,-0.377302714738786
"black",0.000354428622805526,0.279284626642194,1.4138625387159
"discuss",-0.000170954739843578,-0.0437601020148303,-0.1482692227844
"church",0.000246479826319117,0.172934101444313,0.922216514067265
"alleg",0.000182983890255652,0.0564618841519035,0.16432784954634
"grave",-9.01707055527634e-05,-0.0333692821852761,-0.164126219215589
"squad",-0.000259198481676854,-0.0969556911702051,-0.517741952712082
"drug",-0.000379598578624523,-0.154297798096524,-1.11053729447959
"labor",-0.000634495583895431,-0.206404946272317,-1.25151903482805
"servic",-0.000176784654680112,-0.053232633222127,-0.213254308107492
"june",0.00019835428025604,0.0564433676353275,0.152540790647363
"editor",-0.000294239634860214,-0.0707860157034379,-0.226881946400842
"request",1.00176504474319e-05,0.00279989066802159,-0.00808970582654961
"afghanistan",-0.000484591740264158,-0.186839692966199,-1.45266351790705
"brutal",0.00057299068851644,0.151478323515637,0.372840819604279
"hour",-0.000230558174951636,-0.0546701924773234,-0.174529285051462
"friday",-0.000170341815456249,-0.046991680439219,-0.174529285051462
"rais",-0.000280583496022362,-0.0628316552333937,-0.188999908713319
"border",5.1135070842495e-05,0.0160877803024993,0.0397815707541597
"direct",-0.000218512469743448,-0.0543878524502116,-0.182941700153138
"improv",-0.000645993493277417,-0.156213084095199,-0.556701917156351
"X15",0.000277280443902321,0.0675307182425416,0.159034104147743
"front",0.000547557661132552,0.182963197340405,0.545756374221374
"letter",-6.55327645463227e-05,-0.0218095299457913,-0.103649741976678
"decid",-0.000258381919239278,-0.063876035511904,-0.215285450960321
"religi",-0.000410127417127684,-0.135189188048258,-0.697152829049243
"note",-0.000580692897165818,-0.131672616475128,-0.427266664751583
"constitut",-0.000219155705733025,-0.063990873706408,-0.256711579468653
"promis",-6.62119605998409e-05,-0.0166612573335311,-0.0665344101494604
"monday",-6.07268476547748e-05,-0.0177574685282945,-0.0788083182216049
"advoc",-0.0001297054760992,-0.0351254093669221,-0.133227551338754
"institut",-0.00038557529324982,-0.0953472407399397,-0.330935704992404
"guard",-0.000282412278688447,-0.0846365630210883,-0.360346008715618
"school",2.05107936242233e-05,0.00732949311085919,0.014115123371797
"reagan",-0.000299391679026052,-0.11857683960912,-0.771131516773839
"earlier",-0.00017104158533983,-0.0375267132275863,-0.11818047360251
"practic",-0.000128607067584296,-0.0364663392968814,-0.145791498421734
"wednesday",0.000103211300916055,0.0316163258240645,0.093601890501137
"suffer",3.25424513055825e-05,0.00794333220147989,0.00639578674839832
"warn",-0.000200074069847855,-0.0474079375624654,-0.15797109612186
"play",-7.42806385314389e-05,-0.020384388964091,-0.0849059849302969
"expert",-4.04053504170196e-05,-0.0111213694461114,-0.053504306703623
"detail",-2.84789071942323e-05,-0.00682331222865969,-0.0360909349764148
"secret",-0.000388543519114577,-0.106695770648425,-0.432435949044212
"sanction",-0.000179659990469711,-0.066847992665223,-0.359275005135494
"privat",-0.000264101148201301,-0.0732926383074395,-0.289226394041454
"detain",0.000350754073502263,0.110949531591435,0.347751440772727
"april",0.000883413947612528,0.282800049058756,0.778548117181676
"reach",-0.000247216811201237,-0.0556524098992867,-0.179005165744082
"build",-0.000243583745775076,-0.0597059606035176,-0.208932940029656
"alli",9.79087571849651e-05,0.0272840954850246,0.0732366191871432
"tuesday",-0.000277309164542255,-0.0720913108572596,-0.27011430905943
"condemn",-0.000119661425979684,-0.0292355328698714,-0.107190537685267
"dozen",0.000154271905165718,0.0361177641884535,0.0838894622367371
"anti",-1.79953351591215e-05,-0.0068532094399954,-0.0485954186464006
"paramilitari",-0.000355498087090205,-0.16579668132001,-2.1574520553049
"young",0.000146445671035172,0.0444990990373901,0.141291564036798
"articl",-0.000194945522423803,-0.058345846192751,-0.254554066611998
"ground",-0.000275578189518218,-0.0621938516383361,-0.204055092642213
"prepar",-0.000473033447197655,-0.101009389302684,-0.319619301212022
"X11",-0.000414908121029899,-0.0916603780595684,-0.299366320827392
"requir",-0.000590217682138223,-0.127807121312712,-0.42500860782181
"propos",-0.000303043534572815,-0.087658155601993,-0.38516343668708
"air",-0.000710851876017188,-0.183523144258817,-0.84617287350466
"newspap",0.000105031376883955,0.031019174632091,0.0942533990108644
"X3",-0.000116026711185597,-0.0264097543576467,-0.0940352137971806
"ministri",-0.000512241408841499,-0.135385147682484,-0.584705782845802
"student",-9.99100052991308e-05,-0.0334878734106356,-0.166826006587054
"half",0.000313909395433767,0.0720699348881048,0.178102799554489
"karadz",-0.000331715569605477,-0.167076131467375,-3.73340158703769
"declar",-0.000600392674034874,-0.133811633747639,-0.470990083606399
"conduct",-0.000674032864251183,-0.138608067058841,-0.44784762233748
"file",-0.000230770239696511,-0.0719578753465998,-0.343836824409394
"estim",0.000498106828417243,0.126246659576559,0.339974756385727
"urg",0.000385685663081903,0.0949152539411769,0.253827758178199
"cite",-0.00082932102200977,-0.170558330325167,-0.585365985138154
"hard",-0.000210335278777259,-0.0499015618135252,-0.178687579813972
"televis",-0.000554813293128259,-0.139291391209834,-0.58403528869434
"feder",-6.60797930050031e-05,-0.0219724823173564,-0.113689394781563
"saddam",-0.00062370943549225,-0.220745194225404,-2.62469684320841
"societi",-4.6666107868939e-05,-0.0132697149311576,-0.0653154064107412
"measur",-0.000114133660913865,-0.0282380752589664,-0.109546730744269
"jew",-0.000154184374415121,-0.092562865055151,-1.14566008937533
"X1990",0.000292345201918257,0.0698261861035647,0.18489261920721
"street",-5.17641199593527e-05,-0.0146282566948187,-0.0705817571576317
"X5",5.62878575386927e-06,0.00128296712272866,-0.0115497525842609
"pass",-6.49182501531069e-05,-0.0182560002487219,-0.0843999126824555
"father",1.25544332845468e-05,0.00464516160480604,0.00701143464014506
"provinc",-0.000766329044011724,-0.193930856769444,-0.953485375896869
"peacekeep",0.000549754065325636,0.264205981308148,1.07753719965039
"interrog",-0.000296683963265884,-0.121889543907232,-0.985872935844702
"limit",-0.000598914656980941,-0.124143249112083,-0.412845403523806
"money",0.000344431775380537,0.10842107261798,0.369207584443884
"exil",0.000288185493362602,0.0893506177781045,0.305711629012621
