"","ld","smd","stlogoddse"
"ocalan",-0.00041486370220674,-0.0753343999367006,-1.4463455812887
"laugh",9.15211255220429e-05,0.0101626835387256,0.105848821953772
"lend",-0.000333316416641975,-0.0292886095894989,-0.131106809267539
"harri",-0.000531748682208096,-0.0517773377542124,-0.316706544575219
"liner",-0.000934539283588787,-0.0903956034642505,-0.664983593504341
"municip",7.27031420659885e-05,0.00905783314185963,0.105848821953772
"loos",0.000859447266078608,0.0792008880050331,0.433929416921679
"marshal",-0.000440767688501405,-0.0471401956129313,-0.316706544575219
"arusha",-0.00149794661193627,-0.143149152614243,-1.4463455812887
"forbidden",-0.00018699387632304,-0.0158269256215467,-0.0475082320300031
"bogota",-0.00153904400052923,-0.1576462219544,-2.41675278807597
"X72",0.000284542886722153,0.0259275122888345,0.176899907584158
"budanov",0.000217290282530777,0.122446026863364,4.89590058380018
"X85",-0.00103490956599982,-0.0805900897044765,-0.421375702277909
"krajisnik",0.000361997645530032,0.158043783622046,4.89590058380018
"thin",0.000532922933827107,0.0507377554977115,0.310146832768874
"retribut",-0.000534278575194574,-0.0451035814755994,-0.220455289040445
"pristina",0.000480477179650764,0.178793403768729,3.92549337591188
"nbc",-0.000695018447310105,-0.0882745825076065,-0.981036560387036
"vigilant",-0.000565851309810177,-0.0703395669530856,-0.664983593504341
"leak",-0.000607460442267855,-0.0617432434160272,-0.421375702277909
"unoc",-0.000475618985050954,-0.0869996591129292,-2.40436934515495
"han",-7.79102009987362e-05,-0.00928079262847299,-0.032540434674775
"haunt",0.00108640096126724,0.116387596248771,0.679646859742393
"ottoman",0.00101931486545625,0.133195505560767,0.890610185152015
"deepen",-0.000137474474531352,-0.0123281792581035,-0.032540434674775
"uphold",-0.000485206304175278,-0.0416405157570389,-0.205990613231344
"actor",-0.00127099727729178,-0.111284600913138,-0.797646768548636
"mourn",1.2121895831253e-05,0.001247986821634,0.046471552475497
"enterpris",0.000308626742967177,0.02830832826643,0.192691629732121
"vanish",0.000264209799556975,0.0261921956442447,0.192691629732121
"temporarili",0.000907370427356821,0.0826734744941779,0.450971995947509
"aris",0.000631800987079427,0.0565669136414421,0.326540155347078
"rumanian",0.000494963316827152,0.17667572568046,3.44704259227194
"luxuri",0.000131179202196757,0.0133691134797082,0.121356004710705
"shattuck",0.000474065860962324,0.0875559497319208,0.839059095309049
"heal",-0.000515202136593126,-0.0429083397046296,-0.205990613231344
"memorandum",-0.00049055473059553,-0.0646101997625458,-0.65143007646745
"bagram",-0.000380928948982683,-0.0747795329195059,-1.79528728477171
"rain",-0.00037135804934977,-0.0364291722716452,-0.205990613231344
